Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
CA-2011-128524,2013-11-11,2013-11-13,First Class,784.81,10,"2,158.69"
CA-2011-128538,2013-10-11,2013-10-15,Standard Class,3.74,1,7.64
CA-2011-128622,2013-11-15,2013-11-17,Second Class,3.29,3,10.95
CA-2011-128839,2013-09-08,2013-09-13,Standard Class,111.89,12,254.97
CA-2011-128846,2013-04-07,2013-04-12,Standard Class,224.04,8,752.92
CA-2011-128888,2013-11-15,2013-11-22,Standard Class,204.07,9,604.66
CA-2011-128986,2013-08-03,2013-08-05,Second Class,33.72,3,93.02
CA-2011-129091,2013-11-22,2013-11-27,Standard Class,460.34,13,"1,022.61"
CA-2011-129147,2013-11-02,2013-11-06,Standard Class,-131.51,16,609.44
CA-2011-129168,2013-08-17,2013-08-23,Standard Class,5.44,3,15.55
CA-2011-129189,2013-07-21,2013-07-25,Standard Class,-79.12,14,751.89
CA-2011-129364,2013-12-08,2013-12-13,Standard Class,13.81,39,265.78
CA-2011-129574,2013-05-26,2013-05-29,First Class,23.23,5,48.40
CA-2011-129819,2013-12-13,2013-12-15,Second Class,5.82,3,12.39
CA-2011-129924,2013-07-12,2013-07-17,Standard Class,-14.66,5,706.06
CA-2011-129938,2013-12-15,2013-12-17,Second Class,-108.27,7,445.80
CA-2011-130092,2013-01-11,2013-01-14,First Class,3.08,2,9.94
CA-2011-130155,2013-05-19,2013-05-22,First Class,9.23,5,34.20
CA-2011-130274,2013-05-03,2013-05-05,First Class,10.35,7,21.56
CA-2011-130421,2013-03-03,2013-03-07,Standard Class,-459.61,3,176.77
CA-2011-130428,2013-03-31,2013-03-31,Same Day,89.42,14,"1,142.17"
CA-2011-130449,2013-09-06,2013-09-09,First Class,39.63,14,100.36
CA-2011-130575,2013-12-14,2013-12-16,First Class,-13.90,3,9.26
CA-2011-130624,2013-06-21,2013-06-24,First Class,196.58,9,697.32
CA-2011-130673,2013-05-20,2013-05-22,Second Class,-19.34,12,108.44
CA-2011-130729,2013-10-24,2013-10-29,Standard Class,11.14,3,34.27
CA-2011-130813,2013-01-06,2013-01-08,Second Class,9.33,3,19.44
CA-2011-130869,2013-11-17,2013-11-21,Standard Class,2.48,3,7.08
CA-2011-130918,2013-08-22,2013-08-24,Second Class,-1.81,3,7.63
CA-2011-130960,2013-12-30,2014-01-04,Standard Class,2.85,3,9.84
CA-2011-131002,2013-09-07,2013-09-12,Second Class,291.99,17,"1,040.19"
CA-2011-131009,2013-03-01,2013-03-05,Standard Class,-61.16,20,574.19
CA-2011-131051,2013-12-01,2013-12-05,Standard Class,28.52,3,58.20
CA-2011-131247,2013-03-30,2013-04-04,Standard Class,-12.10,2,205.67
CA-2011-131310,2013-07-12,2013-07-18,Standard Class,17.65,8,134.40
CA-2011-131387,2013-04-28,2013-04-30,First Class,126.00,5,"1,679.96"
CA-2011-131450,2013-08-08,2013-08-15,Standard Class,604.58,18,"2,049.82"
CA-2011-131527,2013-12-01,2013-12-07,Standard Class,9.60,4,95.97
CA-2011-131541,2013-07-28,2013-07-28,Same Day,34.70,18,193.15
CA-2011-131800,2013-12-30,2014-01-04,Standard Class,43.58,10,158.39
CA-2011-131905,2013-02-06,2013-02-09,First Class,91.25,10,321.56
CA-2011-131926,2013-06-01,2013-06-06,Second Class,"1,154.67",24,"3,745.63"
CA-2011-131947,2013-09-17,2013-09-22,Standard Class,59.62,31,318.29
CA-2011-132010,2013-10-13,2013-10-15,First Class,35.27,14,389.74
CA-2011-132227,2013-11-04,2013-11-10,Standard Class,18.87,4,52.06
CA-2011-132451,2013-09-26,2013-09-27,First Class,82.53,6,604.99
CA-2011-132500,2013-09-08,2013-09-12,Standard Class,8.50,2,49.98
CA-2011-132542,2013-10-06,2013-10-08,Second Class,7.68,2,15.36
CA-2011-132612,2013-06-09,2013-06-11,Second Class,245.02,7,"1,441.30"
CA-2011-132787,2013-09-19,2013-09-23,Standard Class,24.98,6,92.52
CA-2011-132801,2013-10-07,2013-10-12,Standard Class,10.74,10,107.44
CA-2011-132864,2013-12-02,2013-12-07,Standard Class,29.95,5,119.80
CA-2011-132913,2013-12-24,2013-12-26,First Class,3.63,1,13.97
CA-2011-132962,2013-09-13,2013-09-16,First Class,58.99,8,267.55
CA-2011-132983,2013-04-28,2013-05-03,Standard Class,57.59,2,159.98
CA-2011-133158,2013-08-19,2013-08-21,Second Class,48.60,9,358.70
CA-2011-133228,2013-04-04,2013-04-09,Standard Class,26.16,5,84.83
CA-2011-133270,2013-06-06,2013-06-09,First Class,4.94,2,13.36
CA-2011-133305,2013-07-11,2013-07-15,Standard Class,29.48,9,67.40
CA-2011-133354,2013-02-22,2013-02-24,First Class,9.33,3,19.44
CA-2011-133389,2013-06-22,2013-06-22,Same Day,-6.03,3,8.23
CA-2011-133424,2013-03-30,2013-04-04,Standard Class,22.20,6,60.24
CA-2011-133543,2013-12-22,2013-12-26,Standard Class,3.18,4,11.76
CA-2011-133592,2013-12-31,2014-01-07,Standard Class,"1,071.73",19,"2,846.22"
CA-2011-133634,2013-11-05,2013-11-10,Standard Class,16.25,3,47.79
CA-2011-133690,2013-08-03,2013-08-05,First Class,-161.58,3,221.35
CA-2011-133704,2013-09-20,2013-09-26,Standard Class,18.43,7,64.15
CA-2011-133753,2013-06-09,2013-06-13,Second Class,17.15,5,142.34
CA-2011-133809,2013-11-18,2013-11-23,Second Class,-10.74,10,21.40
CA-2011-133830,2013-12-05,2013-12-10,Standard Class,42.19,16,90.58
CA-2011-133851,2013-06-09,2013-06-16,Standard Class,10.77,4,30.46
CA-2011-133963,2013-05-18,2013-05-22,Second Class,1.44,1,3.98
CA-2011-134061,2013-04-29,2013-05-04,Standard Class,5.94,2,17.46
CA-2011-134103,2013-01-30,2013-02-04,Standard Class,11.65,4,240.50
CA-2011-134215,2013-08-04,2013-08-08,Standard Class,256.93,24,617.12
CA-2011-134278,2013-07-06,2013-07-08,First Class,175.00,1,559.99
CA-2011-134313,2013-11-01,2013-11-07,Standard Class,252.31,7,"2,027.14"
CA-2011-134551,2013-12-20,2013-12-25,Standard Class,87.45,15,732.31
CA-2011-134572,2013-04-20,2013-04-22,Second Class,-222.02,12,"1,190.53"
CA-2011-134621,2013-12-21,2013-12-28,Standard Class,-14.59,2,18.24
CA-2011-134677,2013-10-06,2013-10-10,Standard Class,1.91,3,9.09
CA-2011-134726,2013-11-02,2013-11-07,Second Class,19.72,3,94.73
CA-2011-135090,2013-11-22,2013-11-26,Standard Class,24.22,9,53.82
CA-2011-135405,2013-01-09,2013-01-13,Standard Class,10.92,5,40.54
CA-2011-135608,2013-12-08,2013-12-10,Second Class,66.31,7,649.60
CA-2011-135657,2013-06-03,2013-06-07,Second Class,113.49,6,515.88
CA-2011-135699,2013-08-29,2013-08-29,Same Day,60.27,4,123.28
CA-2011-135755,2013-05-03,2013-05-10,Standard Class,18.51,6,51.07
CA-2011-135993,2013-05-28,2013-06-02,Standard Class,7.95,10,85.01
CA-2011-136280,2013-11-29,2013-12-06,Standard Class,1.76,2,5.04
CA-2011-136336,2013-04-21,2013-04-26,Standard Class,0.00,6,828.84
CA-2011-136399,2013-12-16,2013-12-17,First Class,142.85,13,"1,308.20"
CA-2011-136567,2013-12-20,2013-12-21,First Class,623.19,14,"2,884.37"
CA-2011-136644,2013-06-16,2013-06-22,Standard Class,32.39,8,647.84
CA-2011-136742,2013-04-06,2013-04-10,Standard Class,-35.93,6,44.91
CA-2011-136861,2013-09-05,2013-09-07,First Class,2.00,2,31.98
CA-2011-137092,2013-10-20,2013-10-22,Second Class,97.99,10,862.20
CA-2011-137274,2013-03-29,2013-04-02,Standard Class,-152.72,3,890.84
CA-2011-137351,2013-09-30,2013-10-04,Standard Class,13.49,7,43.18
CA-2011-137575,2013-08-06,2013-08-11,Standard Class,83.99,2,199.98
CA-2011-137589,2013-11-03,2013-11-08,Standard Class,-64.43,3,286.34
CA-2011-137911,2013-10-09,2013-10-15,Standard Class,31.07,2,88.77
CA-2011-138023,2013-08-15,2013-08-18,First Class,-52.63,8,30.96
CA-2011-138072,2013-12-30,2014-01-03,Standard Class,6.99,2,27.97
CA-2011-138100,2013-09-15,2013-09-20,Standard Class,13.28,5,29.50
CA-2011-138128,2013-12-09,2013-12-15,Standard Class,135.58,7,"1,110.65"
CA-2011-138177,2013-09-19,2013-09-24,Standard Class,-45.83,1,73.92
CA-2011-138198,2013-07-18,2013-07-23,Standard Class,4.52,2,13.90
CA-2011-138240,2013-10-09,2013-10-14,Standard Class,38.94,4,160.59
CA-2011-138296,2013-12-05,2013-12-12,Standard Class,6.88,2,24.56
CA-2011-138317,2013-06-21,2013-06-25,Standard Class,-137.97,16,385.26
CA-2011-138359,2013-04-01,2013-04-06,Standard Class,5.74,6,73.20
CA-2011-138436,2013-03-26,2013-03-30,Standard Class,8.62,3,66.30
CA-2011-138450,2013-10-18,2013-10-22,Standard Class,-12.21,16,249.47
CA-2011-138513,2013-05-23,2013-05-27,Standard Class,6.22,2,12.96
CA-2011-138527,2013-09-12,2013-09-17,Standard Class,24.68,8,192.42
CA-2011-138681,2013-12-20,2013-12-22,First Class,69.89,15,596.66
CA-2011-138709,2013-07-04,2013-07-09,Standard Class,18.56,8,37.44
CA-2011-138737,2013-12-07,2013-12-10,First Class,2.42,3,8.64
CA-2011-138940,2013-04-11,2013-04-16,Second Class,265.42,6,758.35
CA-2011-139017,2013-05-11,2013-05-17,Standard Class,7.62,2,46.86
CA-2011-139192,2013-05-27,2013-06-01,Second Class,163.27,13,"1,213.49"
CA-2011-139283,2013-11-23,2013-11-27,Standard Class,6.75,3,14.67
CA-2011-139423,2013-11-01,2013-11-05,Standard Class,22.07,2,76.12
CA-2011-139451,2013-10-12,2013-10-16,Standard Class,10.38,6,36.29
CA-2011-139542,2013-10-25,2013-10-29,Standard Class,-9.08,6,54.47
CA-2011-139598,2013-12-26,2013-12-31,Standard Class,-22.64,11,361.61
CA-2011-139633,2013-12-17,2013-12-24,Standard Class,-4.02,4,5.48
CA-2011-139857,2013-02-02,2013-02-06,Standard Class,5.80,5,12.35
CA-2011-139892,2013-09-08,2013-09-12,Standard Class,"-1,878.79",37,"10,539.90"
CA-2011-140004,2013-03-21,2013-03-25,Standard Class,2.79,5,13.46
CA-2011-140032,2013-09-08,2013-09-13,Standard Class,3.01,2,8.61
CA-2011-140039,2013-09-13,2013-09-17,Standard Class,5.96,5,79.40
CA-2011-140165,2013-05-13,2013-05-15,First Class,-329.56,10,405.46
CA-2011-140228,2013-04-28,2013-05-03,Standard Class,-33.20,8,211.58
CA-2011-140396,2013-11-20,2013-11-25,Standard Class,251.17,16,907.56
CA-2011-140403,2013-10-10,2013-10-10,Same Day,21.25,5,137.63
CA-2011-140473,2013-05-30,2013-06-03,Standard Class,135.00,3,719.98
CA-2011-140487,2013-06-14,2013-06-20,Standard Class,57.49,3,212.94
CA-2011-140662,2013-11-17,2013-11-19,First Class,432.73,12,"1,075.37"
CA-2011-140732,2013-11-11,2013-11-13,Second Class,115.38,15,707.63
CA-2011-140795,2013-02-01,2013-02-03,First Class,206.32,6,468.90
CA-2011-140816,2013-12-20,2013-12-20,Same Day,89.59,7,447.94
CA-2011-140858,2013-06-28,2013-07-02,Standard Class,106.72,23,"1,639.71"
CA-2011-140886,2013-09-30,2013-10-04,Standard Class,11.25,6,69.22
CA-2011-141005,2013-08-15,2013-08-18,First Class,30.21,3,62.94
CA-2011-141110,2013-11-26,2013-12-01,Standard Class,22.44,9,67.11
CA-2011-141152,2013-09-16,2013-09-19,First Class,12.58,1,33.55
CA-2011-141173,2013-11-18,2013-11-20,Second Class,16.79,5,67.15
CA-2011-141278,2013-06-21,2013-06-24,First Class,6.21,5,21.40
CA-2011-141299,2013-06-03,2013-06-07,Second Class,7.49,2,15.28
CA-2011-141313,2013-12-28,2014-01-01,Standard Class,654.92,15,"2,583.19"
CA-2011-141355,2013-09-25,2013-09-30,Standard Class,2.37,2,14.58
CA-2011-141607,2013-12-12,2013-12-17,Standard Class,4.33,1,43.31
CA-2011-141649,2013-09-30,2013-09-30,Same Day,59.66,6,795.41
CA-2011-141726,2013-07-20,2013-07-22,First Class,78.73,10,176.49
CA-2011-141796,2013-06-21,2013-06-21,Same Day,352.31,3,"1,214.85"
CA-2011-141817,2013-01-05,2013-01-12,Standard Class,4.88,3,19.54
CA-2011-141838,2013-03-26,2013-03-31,Second Class,13.15,8,60.08
CA-2011-141901,2013-08-09,2013-08-14,Standard Class,2.69,1,5.98
CA-2011-142048,2013-06-22,2013-06-25,First Class,56.57,6,196.75
CA-2011-142314,2013-12-23,2013-12-28,Standard Class,58.03,11,207.24
CA-2011-142510,2013-12-22,2013-12-29,Standard Class,23.54,11,274.10
CA-2011-142587,2013-10-21,2013-10-22,First Class,-109.18,7,531.38
CA-2011-142727,2013-04-29,2013-05-01,Second Class,21.60,5,69.90
CA-2011-142769,2013-09-13,2013-09-13,Same Day,201.55,21,561.73
CA-2011-142839,2013-08-16,2013-08-20,Standard Class,-227.49,6,853.09
CA-2011-142951,2013-10-08,2013-10-08,Same Day,4.99,3,23.47
CA-2011-142965,2013-07-20,2013-07-20,Same Day,-27.08,4,53.34
CA-2011-142979,2013-04-12,2013-04-18,Standard Class,16.27,2,39.68
CA-2011-143168,2013-10-18,2013-10-23,Second Class,28.35,3,63.30
CA-2011-143182,2013-10-15,2013-10-20,Standard Class,4.04,1,15.38
CA-2011-143210,2013-12-01,2013-12-03,First Class,97.68,7,327.56
CA-2011-143336,2013-08-27,2013-09-01,Second Class,25.88,9,244.76
CA-2011-143371,2013-12-28,2014-01-03,Standard Class,43.26,14,"1,049.97"
CA-2011-143385,2013-08-31,2013-09-05,Standard Class,18.50,9,92.52
CA-2011-143413,2013-05-24,2013-05-30,Standard Class,56.98,3,116.28
CA-2011-143637,2013-03-24,2013-03-29,Second Class,14.57,2,40.48
CA-2011-143840,2013-05-22,2013-05-29,Standard Class,46.58,3,180.93
CA-2011-143903,2013-07-20,2013-07-24,Standard Class,-115.85,10,"1,340.98"
CA-2011-143917,2013-07-25,2013-07-27,Second Class,376.83,17,"8,319.29"
CA-2011-144029,2013-05-26,2013-05-31,Standard Class,5.74,8,475.79
CA-2011-144071,2013-12-08,2013-12-15,Standard Class,39.76,5,119.32
CA-2011-144281,2013-06-10,2013-06-15,Second Class,240.86,5,491.55
CA-2011-144407,2013-09-09,2013-09-15,Standard Class,51.80,7,103.60
CA-2011-144414,2013-06-17,2013-06-21,Standard Class,"1,073.14",11,"3,290.52"
CA-2011-144624,2013-11-19,2013-11-23,Standard Class,"1,228.18",7,"4,548.81"
CA-2011-144666,2013-11-09,2013-11-11,Second Class,201.21,27,"1,517.57"
CA-2011-144974,2013-09-26,2013-09-30,Standard Class,3.29,12,68.53
CA-2011-145212,2013-09-13,2013-09-19,Standard Class,1.47,3,5.46
CA-2011-145254,2013-07-23,2013-07-27,Standard Class,115.03,17,992.83
CA-2011-145317,2013-03-18,2013-03-23,Standard Class,"-1,789.73",25,"23,661.23"
CA-2011-145387,2013-10-31,2013-11-02,Second Class,472.08,20,"2,116.51"
CA-2011-145541,2013-12-14,2013-12-21,Standard Class,"2,239.99",4,"6,999.96"
CA-2011-145576,2013-09-14,2013-09-18,Second Class,5.07,8,26.13
CA-2011-145800,2013-05-30,2013-06-05,Standard Class,-184.84,3,355.46
CA-2011-145926,2013-11-17,2013-11-21,Standard Class,81.58,5,479.90
CA-2011-146283,2013-09-08,2013-09-15,Standard Class,53.92,13,"1,166.72"
CA-2011-146500,2013-08-30,2013-09-04,Standard Class,21.49,8,121.24
CA-2011-146528,2013-07-25,2013-07-27,Second Class,7.68,5,22.00
CA-2011-146591,2013-01-19,2013-01-20,First Class,-288.00,24,378.59
CA-2011-146640,2013-06-30,2013-07-05,Standard Class,108.80,7,334.77
CA-2011-146703,2013-10-20,2013-10-25,Second Class,8.48,4,211.96
CA-2011-146731,2013-11-03,2013-11-08,Standard Class,49.73,11,147.34
CA-2011-146815,2013-09-08,2013-09-13,Standard Class,15.13,4,176.28
CA-2011-146843,2013-11-30,2013-12-06,Standard Class,-13.01,11,150.23
CA-2011-146864,2013-12-22,2013-12-26,Standard Class,56.26,4,216.40
CA-2011-146885,2013-05-30,2013-06-05,Standard Class,6.13,3,13.62
CA-2011-146969,2013-09-29,2013-10-03,Standard Class,299.03,10,968.30
CA-2011-146990,2013-11-07,2013-11-08,First Class,16.72,7,36.10
CA-2011-146997,2013-01-23,2013-01-27,Standard Class,0.00,3,5.94
CA-2011-147235,2013-03-24,2013-03-28,Standard Class,11.70,5,24.90
CA-2011-147298,2013-04-26,2013-05-03,Standard Class,28.74,9,248.57
CA-2011-147543,2013-07-06,2013-07-12,Standard Class,47.85,2,478.48
CA-2011-147900,2013-09-23,2013-09-28,Standard Class,10.08,9,28.80
CA-2011-147914,2013-06-04,2013-06-09,Standard Class,5.88,2,16.22
CA-2011-148040,2013-03-22,2013-03-26,Standard Class,-12.13,6,388.70
CA-2011-148285,2013-10-27,2013-11-01,Standard Class,7.66,5,22.32
CA-2011-148369,2013-09-23,2013-09-27,Standard Class,5.45,4,11.12
CA-2011-148383,2013-12-27,2013-12-31,Standard Class,-694.29,6,946.76
CA-2011-148425,2013-11-30,2013-12-04,Standard Class,-4.43,9,6.64
CA-2011-148488,2013-12-10,2013-12-15,Standard Class,42.45,9,117.70
CA-2011-148586,2013-03-25,2013-04-01,Standard Class,65.21,7,366.79
CA-2011-148614,2013-01-20,2013-01-25,Standard Class,15.08,4,38.66
CA-2011-148761,2013-05-17,2013-05-21,Standard Class,45.84,3,91.68
CA-2011-148782,2013-11-02,2013-11-07,Standard Class,7.77,3,88.78
CA-2011-148915,2013-11-01,2013-11-05,Standard Class,-39.74,8,599.90
CA-2011-148950,2013-12-14,2013-12-19,Standard Class,-10.39,9,43.02
CA-2011-149020,2013-01-10,2013-01-15,Standard Class,22.65,2,54.83
CA-2011-149055,2013-11-23,2013-11-28,Standard Class,21.20,3,62.81
CA-2011-149104,2013-04-05,2013-04-07,Second Class,50.84,16,770.61
CA-2011-149244,2013-11-04,2013-11-08,Standard Class,13.43,2,35.34
CA-2011-149524,2013-01-14,2013-01-15,First Class,-53.29,4,61.96
CA-2011-149538,2013-04-04,2013-04-08,Standard Class,67.98,12,364.93
CA-2011-149594,2013-09-15,2013-09-19,Standard Class,16.89,4,103.94
CA-2011-149643,2013-11-16,2013-11-20,Standard Class,10.96,2,273.96
CA-2011-149958,2013-03-15,2013-03-19,Standard Class,33.60,14,370.78
CA-2011-150203,2013-12-05,2013-12-07,First Class,72.58,6,250.26
CA-2011-150245,2013-12-31,2014-01-04,Second Class,196.69,7,"1,573.49"
CA-2011-150301,2013-07-08,2013-07-10,First Class,10.65,1,63.88
CA-2011-150329,2013-10-10,2013-10-14,Standard Class,3.52,7,46.87
CA-2011-150490,2013-08-05,2013-08-11,Standard Class,15.14,5,78.12
CA-2011-150518,2013-11-19,2013-11-24,Standard Class,136.45,7,503.13
CA-2011-150581,2013-04-08,2013-04-12,Standard Class,142.48,5,499.55
CA-2011-150798,2013-12-01,2013-12-03,Second Class,72.14,17,"1,614.12"
CA-2011-151001,2013-04-05,2013-04-07,First Class,7.63,8,101.73
CA-2011-151078,2013-11-12,2013-11-12,Same Day,4.96,4,49.63
CA-2011-151162,2013-12-05,2013-12-09,Standard Class,-36.78,13,362.47
CA-2011-151295,2013-11-12,2013-11-16,Standard Class,37.31,5,641.02
CA-2011-151330,2013-10-14,2013-10-17,First Class,312.95,19,"1,885.27"
CA-2011-151379,2013-12-16,2013-12-20,Standard Class,52.53,5,114.20
CA-2011-151554,2013-11-14,2013-11-15,First Class,7.26,4,20.74
CA-2011-151708,2013-08-08,2013-08-14,Standard Class,-13.83,7,217.35
CA-2011-151792,2013-09-02,2013-09-07,Second Class,53.99,3,239.98
CA-2011-151897,2013-06-06,2013-06-10,Standard Class,33.83,10,100.24
CA-2011-151946,2013-06-04,2013-06-09,Standard Class,-12.37,10,440.05
CA-2011-151953,2013-09-20,2013-09-25,Standard Class,0.99,2,2.82
CA-2011-151967,2013-10-22,2013-10-26,Standard Class,10.39,4,129.92
CA-2011-151995,2013-10-13,2013-10-15,First Class,379.49,15,"1,549.77"
CA-2011-152100,2013-05-11,2013-05-16,Standard Class,-69.31,8,"1,212.96"
CA-2011-152233,2013-10-05,2013-10-06,First Class,34.99,2,99.98
CA-2011-152254,2013-06-30,2013-06-30,Same Day,108.74,7,310.69
CA-2011-152268,2013-09-02,2013-09-07,Standard Class,843.17,2,"1,793.98"
CA-2011-152296,2013-08-01,2013-08-03,First Class,6.91,3,19.75
CA-2011-152345,2013-12-29,2014-01-03,Second Class,2.30,4,57.27
CA-2011-152422,2013-10-05,2013-10-10,Second Class,11.49,5,91.92
CA-2011-152443,2013-05-21,2013-05-26,Standard Class,297.09,16,711.68
CA-2011-152562,2013-11-01,2013-11-08,Standard Class,21.10,5,75.16
CA-2011-152618,2013-03-14,2013-03-17,First Class,158.69,4,583.36
CA-2011-152849,2013-07-05,2013-07-12,Standard Class,0.38,3,4.37
CA-2011-152905,2013-02-18,2013-02-24,Standard Class,-2.52,2,12.62
CA-2011-153087,2013-12-27,2014-01-03,Standard Class,195.98,9,521.92
CA-2011-153150,2013-07-01,2013-07-06,Second Class,6.97,5,19.92
CA-2011-153479,2013-10-04,2013-10-08,Standard Class,37.88,7,110.10
CA-2011-153619,2013-11-03,2013-11-03,Same Day,3.36,4,6.72
CA-2011-153808,2013-04-06,2013-04-10,Second Class,174.20,8,436.49
CA-2011-153850,2013-11-24,2013-11-29,Standard Class,-240.72,11,"1,537.54"
CA-2011-153913,2013-12-16,2013-12-20,Second Class,102.05,11,"1,015.82"
CA-2011-153927,2013-08-12,2013-08-13,First Class,104.88,16,286.65
CA-2011-153969,2013-09-21,2013-09-25,Standard Class,110.43,24,451.28
CA-2011-153976,2013-10-03,2013-10-08,Second Class,-70.10,3,258.28
CA-2011-153983,2013-11-29,2013-12-06,Standard Class,87.19,7,606.32
CA-2011-154095,2013-12-02,2013-12-07,Standard Class,169.05,20,463.04
CA-2011-154158,2013-12-23,2013-12-27,Second Class,11.26,12,619.85
CA-2011-154165,2013-02-17,2013-02-24,Standard Class,8.81,14,54.21
CA-2011-154186,2013-12-13,2013-12-15,Second Class,0.37,1,2.92
CA-2011-154592,2013-12-07,2013-12-08,First Class,80.79,3,164.88
CA-2011-154599,2013-04-12,2013-04-17,Standard Class,120.84,28,"1,840.04"
CA-2011-154627,2013-10-29,2013-10-31,First Class,341.99,6,"2,735.95"
CA-2011-154641,2013-08-11,2013-08-16,Standard Class,18.77,1,375.34
CA-2011-154669,2013-08-08,2013-08-11,Second Class,110.05,11,423.28
CA-2011-154781,2013-11-21,2013-11-26,Standard Class,31.52,3,101.57
CA-2011-154837,2013-08-23,2013-08-27,Second Class,17.35,2,49.57
CA-2011-154893,2013-12-21,2013-12-27,Standard Class,184.91,9,"1,897.92"
CA-2011-154963,2013-06-22,2013-06-27,Standard Class,-20.04,11,"1,106.77"
CA-2011-155208,2013-04-16,2013-04-20,Standard Class,9.77,6,39.07
CA-2011-155264,2013-10-19,2013-10-22,Second Class,97.87,18,306.11
CA-2011-155271,2013-05-04,2013-05-04,Same Day,9.89,2,27.46
CA-2011-155390,2013-12-06,2013-12-11,Standard Class,13.72,2,42.21
CA-2011-155593,2013-11-03,2013-11-08,Standard Class,3.38,3,11.64
CA-2011-155796,2013-11-11,2013-11-15,Second Class,-242.75,6,545.93
CA-2011-155852,2013-03-03,2013-03-07,Second Class,3.40,4,19.46
CA-2011-155887,2013-05-12,2013-05-17,Standard Class,-130.01,3,700.06
CA-2011-156006,2013-04-30,2013-05-02,Second Class,16.25,3,47.79
CA-2011-156160,2013-09-22,2013-09-29,Standard Class,125.92,12,693.99
CA-2011-156244,2013-08-12,2013-08-16,Standard Class,72.60,27,457.74
CA-2011-156314,2013-12-24,2013-12-26,First Class,8.73,5,30.36
CA-2011-156342,2013-06-17,2013-06-20,Second Class,22.48,2,62.02
CA-2011-156349,2013-05-26,2013-05-30,Standard Class,79.01,6,576.23
CA-2011-156433,2013-09-20,2013-09-26,Standard Class,15.22,6,31.68
CA-2011-156545,2013-02-27,2013-03-03,First Class,3.40,4,19.46
CA-2011-156587,2013-03-07,2013-03-08,First Class,15.00,7,309.59
CA-2011-156594,2013-12-20,2013-12-23,Second Class,216.36,10,694.53
